"","METAB_3-Aminoglutaric acid","METAB_HMDB0000034","METAB_HMDB0000056","METAB_HMDB0000072","METAB_HMDB0000092","METAB_HMDB0000094","METAB_HMDB0000112","METAB_HMDB0000115","METAB_HMDB0000122","METAB_HMDB0000123","METAB_HMDB0000126","METAB_HMDB0000131","METAB_HMDB0000132","METAB_HMDB0000133","METAB_HMDB0000134","METAB_HMDB0000139","METAB_HMDB0000148","METAB_HMDB0000149","METAB_HMDB0000158","METAB_HMDB0000159","METAB_HMDB0000161","METAB_HMDB0000162","METAB_HMDB0000167","METAB_HMDB0000172","METAB_HMDB0000176","METAB_HMDB0000182","METAB_HMDB0000187","METAB_HMDB0000190","METAB_HMDB0000191","METAB_HMDB0000195","METAB_HMDB0000207","METAB_HMDB0000210","METAB_HMDB0000211","METAB_HMDB0000220","METAB_HMDB0000243","METAB_HMDB0000254","METAB_HMDB0000262","METAB_HMDB0000263","METAB_HMDB0000283","METAB_HMDB0000296","METAB_HMDB0000300","METAB_HMDB0000357","METAB_HMDB0000362","METAB_HMDB0000407","METAB_HMDB0000426","METAB_HMDB0000482","METAB_HMDB0000510","METAB_HMDB0000517","METAB_HMDB0000535","METAB_HMDB0000568","METAB_HMDB0000573","METAB_HMDB0000574","METAB_HMDB0000630","METAB_HMDB0000638","METAB_HMDB0000650","METAB_HMDB0000660","METAB_HMDB0000661","METAB_HMDB0000673","METAB_HMDB0000687","METAB_HMDB0000694","METAB_HMDB0000696","METAB_HMDB0000719","METAB_HMDB0000742","METAB_HMDB0000744","METAB_HMDB0000749","METAB_HMDB0000765","METAB_HMDB0000779","METAB_HMDB0000806","METAB_HMDB0000807","METAB_HMDB0000812","METAB_HMDB0000827","METAB_HMDB0000847","METAB_HMDB0000866","METAB_HMDB0000883","METAB_HMDB0000943","METAB_HMDB0001051","METAB_HMDB0001151","METAB_HMDB0001173","METAB_HMDB0001266","METAB_HMDB0001401","METAB_HMDB0001406","METAB_HMDB0001473","METAB_HMDB0001488","METAB_HMDB0001548","METAB_HMDB0001844","METAB_HMDB0001870","METAB_HMDB0002092","METAB_HMDB0002142","METAB_HMDB0002322","METAB_HMDB0002520","METAB_HMDB0002994","METAB_HMDB0003229","METAB_HMDB0003355","METAB_HMDB0003424","METAB_HMDB0013674","METAB_HMDB0034252","METAB_HMDB0059916","METAB_Cystamine","METAB_Fendiline","METAB_Galactosamine","METAB_Glutathione-nTMS","METAB_HMDB0000020","METAB_HMDB0000023","METAB_HMDB0000067","METAB_HMDB0000168","METAB_HMDB0000197","METAB_HMDB0000212","METAB_HMDB0000214","METAB_HMDB0000267","METAB_HMDB0000303","METAB_HMDB0000305","METAB_HMDB0000306","METAB_HMDB0000448","METAB_HMDB0000508","METAB_HMDB0000555","METAB_HMDB0000624","METAB_HMDB0000625","METAB_HMDB0000695","METAB_HMDB0000700","METAB_HMDB0000714","METAB_HMDB0000725","METAB_HMDB0000755","METAB_HMDB0000784","METAB_HMDB0000840","METAB_HMDB0000996","METAB_HMDB0001414","METAB_HMDB0001492","METAB_HMDB0001514","METAB_HMDB0001545","METAB_HMDB0001999","METAB_HMDB0002064","METAB_HMDB0002931","METAB_HMDB0003338","METAB_HMDB0004825","METAB_HMDB0011733","METAB_HMDB0040937","METAB_HMDB0061715","METAB_HMDB0062477","METAB_Sedoheptulose-meto-6TMS"
"AJ218_6_RPMI",5.58399533234888,3.54333323834315,2.03685219468717,-5.46385072305902,2.02367379686087,1.20922479844192,4.70718973259853,1.05187242544314,-1.13932870824342,2.18380743061908,4.09255618932646,6.41630492288056,1.68590240460833,4.43286993765803,2.64353805737701,4.28414035475504,5.5576562892184,3.17598361115933,4.70000218729794,4.00003674168926,2.13522355695429,3.15160789096481,3.03788260783322,5.63894682235761,0.0102113662065229,0.868043514491614,3.65919762293099,-1.2419192345705,5.54210072689976,2.13975259297937,-1.08650035804079,1.28212518191331,2.64464243535839,2.83656983143851,-3.59875675548074,5.77210797871406,-1.48700421621237,-1.69073589257029,-2.15368004051382,3.41274359586167,4.26884989230726,2.34962140122652,-0.0378860939503127,0.775924919701552,-0.0102113662065229,-2.89799704528557,5.27188292751893,-0.343363741182372,-1.30325169831616,-6.73244136018104,-3.74492448459738,1.47260873757801,0.174986559596764,-1.79669615629233,-3.23903036089033,-4.72653567301266,0.155771657739756,-4.64974726261919,5.75049707852776,-0.678192834187421,-1.82333425491928,-4.25603543358222,0.422280281994798,1.64514969423765,-0.763993568889614,-0.610828042696994,1.53514246248897,0.317448880151694,3.67758780710368,-2.88597974850719,3.59649867026144,-1.51878592679764,-6.0251203387121,5.91329301226736,-4.01168925933403,-2.8121497570377,-3.74188246162544,-3.29222040813105,-4.62246910745854,2.21679056038231,6.09832617500026,2.99919643461612,0.340852775718275,-2.56299259491941,-3.78840066938841,0.622524869475868,-2.45999000817253,6.99006775621796,4.32183761392331,0.683804034924695,-6.25105775742783,-2.71306104746485,4.23497482877072,-3.64811048844089,-3.327879824674,1.69482464883698,-5.87931486585447,-1.9328889865093,0.364570120067881,-2.81922689275846,6.13672825674906,1.26426389302432,-0.49908717981873,-13.1000488262187,-1.20051974100034,1.09008109053241,-0.214072140478525,0.376340835299366,6.94070686580374,3.9588268891196,-9.22750973540092,3.47143915801361,-4.61564054205016,-3.65439489928849,-8.13087395235581,-0.69383600353892,-1.86864232539126,-5.44920825599437,1.8451488845164,-1.54934447366653,5.4426231188136,2.04799951498759,-1.39775516574309,-5.33011377576772,-4.93884282774587,6.02198773299775,-8.33030819596084,-0.141124402241934,-3.55292747397531,-1.8360633933327,2.55637398314428,-4.2623281480348,5.51935275440636,-0.780700461485868,-6.305824108599,-4.62556745012406,-0.0250342839215136,-0.77359042335717,-4.34718961830362
"AJ218_6_SERA",5.98594310162209,4.17035455792566,0.804359856341261,-10.3177589795995,4.39211044402855,-0.460438320180614,4.27013089478057,1.92323241809943,0.581852346013994,3.82727142562224,5.54306426354523,8.51399029002419,1.61492094583442,4.77712762090158,2.80028430595737,6.13586181568213,6.71286608774165,3.07497930018275,3.09844929817747,3.73012825644883,2.21034050528012,2.40035746570716,3.00548090184607,5.62156738974299,-0.14061253060915,-1.80514026492534,3.08326479790076,0.0462857047165883,5.78642938990889,2.83471688029236,-0.715555862052968,1.67957519320705,-4.11607141577236,3.82387797530803,-2.92802578247843,7.84157145785567,-0.695732240241497,-2.67885200579647,-0.904478827605715,4.74429929037419,5.85386125919403,2.41403079773552,-0.3546451626456,-0.252905502314359,-0.750375856948036,-1.17540709241679,7.64582244886012,-1.59315168768149,0.404405235368746,-7.05020265940695,-1.19704175733872,1.3745519853528,1.31159140216307,-1.40901679651853,-0.743515396034912,-1.75822003478646,3.89747064614846,-2.22579836769574,7.02127734507665,0.0404556545402706,-1.1792241650836,-4.15719679616664,-2.0151669994397,0.633875038078735,-1.60135057094123,-0.053316379372859,2.08476764626708,1.27309078335158,3.2346370686921,-3.59694080800985,3.81797336309075,0.192463264869424,-8.5592163068948,7.83727574443818,-2.32573247073036,-1.88444507229369,-1.25987849722131,-1.80557323039084,-2.28622298887449,3.34541222099876,4.36939571704576,4.51929662790304,2.94913984619032,-1.38990574039017,-4.9165287644427,1.97327764722063,-2.40634646963222,9.15778352840935,2.52354417204407,1.4569209139298,-5.3326578559788,-0.841109860063606,2.34224607362302,-3.54939335478574,-2.96612387442421,0.138328153833488,-5.70668363855918,3.11137006508545,1.88904632643463,-2.83515819650798,6.36185592943397,-2.93239886381096,-0.040455654540267,-1.27857700929563,-4.50969841065037,0.722108394445605,-6.7881947175374,-0.574042585136636,8.85388371548679,2.87682080684912,0.236882432146704,1.16103833820293,-4.27786344524207,-3.12874682526887,-7.21756469154686,-1.5741695003512,-3.37267597234064,-3.65974318284877,0.455120462162679,-6.8655318455515,6.4178191398117,2.36232954571531,-1.87504266193259,-5.01974350465643,-6.36420032448966,8.23974155370203,-9.24079699778458,-0.557407185508169,-10.7796630839163,-0.0914127747831017,5.22366794750979,-5.13689613167226,7.24602435502852,-4.10830561397051,-8.28841501801732,-4.00998115169599,-0.6669285323889,-0.338774333228862,-0.461049251230286
"KPC2_1_RPMI",5.3235961123138,1.62027159308336,1.32416676552953,-8.25311639533862,3.49775011682269,-0.540391641362095,3.79746136406615,0.863318813932242,3.61359516080102,2.62350158765344,2.13017035675489,7.18726272297489,1.4356846760424,-0.567000862478245,2.47167272343339,6.04258305740899,6.04827013057695,3.22327787458235,2.0123903819585,3.03241797054119,3.68679986739516,2.76627819579693,2.12674766103481,5.37063222591956,-1.93093010446771,-4.38704676376694,2.82572989748392,2.40116614824647,5.15352822819951,2.31294071974404,-5.37607495352583,1.0112958656883,2.18000352226733,0.350903894633287,-2.73952837554008,6.5526712882351,-1.77194246359555,-4.51813462073571,-1.93043050153734,3.78231783101199,5.72397448730534,2.03470846339318,-0.911133112505016,1.58230900964315,2.53429120006613,-4.49391626866887,2.90146817239832,-1.63474615358462,-1.81879249676689,-5.6767311131141,-6.38034449458998,-0.0401306341899605,-0.0449220311295768,-4.35174501742834,-2.35890913539488,1.25564753635355,-0.493833223203662,-6.77030983561859,5.6320118035086,1.24960656235694,-2.03860208790924,-5.43987136286476,-1.20555040253886,1.50299458339788,1.94215038221876,6.21036146211554,2.96971670490774,-2.10323788455236,3.05103465833224,-4.85317175963728,0.930280035084333,-3.63997133343526,-6.70505002472927,6.36078291318244,-4.54664071552013,-3.49517176017087,-1.31831554791845,-4.57343152292182,1.13249098845747,5.47475519047356,4.51717030164449,1.08796726402274,1.29225832856509,-1.73354188003785,-1.60892039594597,-0.427572218637724,-1.98965689302044,7.59718158648486,2.76841340397938,-2.51482283367898,-4.78896731575323,-5.53024656566136,2.70688988553514,-5.16545757568128,-5.53307557848362,0.0895629117573087,-7.88773548592439,-0.218587437085311,3.89158320080695,-3.13837621963661,5.24766529565087,0.0401306341899605,-0.74147876376216,-13.9070029502506,-1.62885742845885,0.104608286770354,-0.642734253128804,-1.81712675744654,7.20957142284756,1.35708414919785,2.07991342365194,-1.62900604290918,-6.448906365787,-2.84315327686313,-8.72132076313272,-0.211994740462913,0.197601517036691,-4.77180074685733,3.23021464528062,-0.523628304340395,5.68707252723526,2.80703129767679,-4.9110057909388,-7.00880584897539,-8.31437208383105,6.76433562808956,-4.373492117045,-0.338807266774511,-2.55171588396321,1.07535332046676,3.05329080809572,-3.6578343612898,4.97972524580918,-2.42645929646124,-10.4536844553399,-6.3190728381382,-2.95302649714805,-0.394299805145437,-0.806447805528702
"KPC2_1_SERA",5.78166998882081,3.44775630593864,1.24962940518201,-6.45134982123668,3.94067625790554,-0.135099367416672,5.09184279803915,1.22405612801343,2.94161545439558,2.56101117942977,5.09749545033607,6.86658477206875,1.55764370531848,4.48721219090707,3.26354950517592,4.12423918313948,5.98442261677949,3.40289202702611,4.12008062840535,3.93705859610271,2.55986491760923,2.96790737951459,3.27185799417586,5.38140348060316,0.930886210132328,-0.710582855007313,2.81249547942253,-0.238341337833361,5.70574408689824,2.10788370850294,-1.0146979765491,1.33161728054206,-2.72900281627982,3.60161347126315,-3.18421819983064,6.38981254271726,-0.662626850863781,-3.88828473063165,-1.57459148935587,4.24399880063502,5.38530328067063,2.78580793122808,-0.280835817750852,-0.27539831485268,0.658955764946203,-2.68670095548143,6.09906803640363,-0.963910006047513,-0.630162501079607,-5.85001424976585,-1.63615504137467,1.61058119392861,0.508759363380147,-1.83692142958506,-1.95915153569324,-1.46235096073267,3.71338603772045,-2.79251111469499,5.81511934769343,-0.353866989523638,-1.59202117074788,-2.83583155205238,-1.0949733469227,1.12958958855358,-0.763448452224885,2.68484053513336,1.3511053604618,0.354553384276919,3.44460704875924,-2.85080548100535,4.16580138862669,-1.60245011879793,-5.32691759770507,6.480263757376,-1.48178475144211,-2.48656713024157,0.86409319334129,-1.95801958445304,-1.69978915726656,4.15796021812341,5.22355058722126,3.95516785832679,2.16617197611822,-1.69971021630926,-2.67817291118283,0.943995233249162,-2.01636344766719,7.49655571821834,1.99660841412224,1.50578066860662,-4.35338017161932,-1.63323145789931,1.89997985033061,-2.31118085054608,-3.2371159232874,0.396600112354175,-1.89390036671301,-1.05341189213505,4.94420005905626,-0.961647289959565,6.51368466504508,-1.00189829647437,0.118446988505298,-1.62832672244321,-1.7824506839517,0.765839836493917,-4.77989341231845,-0.398237164293228,7.38547683337046,2.11936773816607,-10.1309935751057,2.0491377252793,-4.45348970318078,-4.34508622772973,-7.71721478904406,-1.73922878532868,2.73333025906856,-4.72494846317508,-0.182022007923745,-7.98285402078526,5.77928044614758,1.51928520563482,-2.69569319021316,-5.25766869654176,-5.85416224571271,6.6426792941167,-5.76316743137011,-0.744632024607526,-10.0526379374043,0.163190801713483,6.0463256696282,-3.90259246918465,6.06717199593668,-0.118446988505294,-6.14631238441178,-3.77009036098802,-0.796860634081092,-0.661143557644806,-1.21153402244553
"KPC2_2_RPMI",4.62921728892264,1.57745480840148,0.232041667684509,-6.91523539887656,2.15407459068057,0.157558016238525,4.1875936848485,-0.0102933485278704,2.73063585235752,1.76652246822983,1.62518812925662,5.83363779584645,1.37001287371281,1.99626653175924,2.44121928810617,4.68657063638177,4.9667214082934,2.39836063193597,3.29062967995188,3.21827293963431,2.68376573428062,2.48324859905298,2.59614891657537,4.79467908416182,-1.69723719399606,-1.26898300431819,2.58901441337708,1.27613372221883,4.54941289239622,1.50287303164417,-4.8657709670412,0.339268618964436,3.27469071005675,0.500863930807494,-2.6588749775546,5.34300075120973,-2.24566348822564,-3.01927983515306,-2.92983227202788,3.93191915089776,4.42969038983447,1.73453640989342,-0.572361209048431,1.18941677934363,2.62797450870398,-4.40118847884425,4.62830093299706,-1.34316722697183,-2.25147675383105,-5.65651562855599,-5.64456721724715,-1.30472991647877,-0.0890192969843397,-3.73548635129173,-3.85050805272381,-0.226395266903436,0.0102933485278704,-5.93879345801997,4.83858231048149,-0.198886274336516,-2.24160640335608,-5.92351573076056,-1.42066982487798,1.22389221018595,2.44296321581655,5.14118079018204,2.21537126838538,-2.29181401678025,3.41994250597465,-5.13356370440845,1.45632365926004,-3.41383699593225,-7.25434526200917,5.30306790872003,-4.44130636913787,-4.03520881232051,-1.90738803717984,-7.30944958167845,-0.38187464260465,4.65341696728272,4.32559986264209,0.592084635489458,0.49547738662428,-1.90210544853308,-1.17121969342179,-0.350847970108759,-2.0586395448006,6.3279430259997,2.08632683706126,-2.03863257045809,-4.73800172055653,-5.08316171492326,1.98471597502231,-4.72588255469839,-5.91130133700826,0.606350209627823,-7.10260159574695,-0.187886269772214,3.59997373333713,-3.49174685349204,5.31117181634878,-0.794654573067128,-1.03712518916663,-19.0366609906477,-1.180423933181,0.126126147651139,0.41668936391023,-1.32358034181356,6.26004172394005,0.648194333365602,1.76027137332708,1.32659792498095,-6.16944661243085,-4.10735634252611,-9.18647415300197,-1.04067491163069,0.931795345427162,-4.58951317531083,2.49229652233908,-1.34458814530744,4.8145320083435,2.38690241550252,-4.96059699301005,-7.46411865144278,-7.86527566585231,5.58685917517402,-5.10429242831844,-1.19976824285503,-3.44355197577728,0.217807145788214,2.15506916484402,-4.22704356915137,4.35809462430919,-1.66542035263541,-7.65565888109681,-6.3283674007214,-2.61048907223445,-1.25683264762167,-1.21558654931514
"KPC2_2_SERA",4.60861265317508,2.20505248463281,0.490617286746666,-11.3086232678702,4.61588771510343,-0.897342569424113,4.52019268719814,1.97234287709449,4.26352440590938,3.43096961654402,3.2355248469167,8.37272613612177,0.62588490066851,0.0347958198059146,3.75014361624196,6.82743307416145,6.97082954106229,4.68556713144477,0.55941080518042,2.95005903888476,3.25226938650332,3.03393960153736,2.7697874236083,4.91541036548716,-0.843485745820113,-3.60507072121906,1.64502229446636,1.80243441827393,4.42514775113488,1.62998950386804,-2.09913458405232,0.781800829258859,-2.60261532537433,2.34521971417595,-3.7551299828328,7.71007336909809,-0.0643370018646756,-5.65352037292075,-2.08130380746583,2.5526561307572,6.18308450892805,2.69072701984421,-2.56661901035156,0.620029199563881,2.65189944893254,-2.98846041762807,6.72547564844929,-2.06838499704321,-0.389770830545018,-4.66079989913179,-2.39873018410017,0.960287361915519,-0.212376007770107,-2.5982160994146,-1.96590441016115,1.71956991182036,3.22583557490037,-3.55441351916951,6.39571475924177,-0.148231137185384,-1.77551928735608,-6.25790707423671,-2.86285866621848,0.0246374321245248,-0.0246374321245284,6.95617394120988,2.78614411315995,-0.145000935562223,1.31839177269488,-4.36407033754913,2.02923492746196,-1.09154361312355,-6.43629411826864,7.47207802832467,-1.60896280742577,-2.79790209296533,-0.690011672257327,-3.87520413772371,1.57701508618688,4.32170445461608,2.75599137462381,2.22600358963599,0.438055343343628,-2.19495686810074,-1.04375575819487,1.17002546627049,-1.44558171857151,9.05496554394867,2.21053398688479,-0.289344792635433,-4.48733453998423,-1.8271162941501,2.18198602792869,-3.04081880923222,-4.99797755961984,-0.302195546723745,-1.53199951942264,-0.59830345341789,3.6701694298244,-0.49278752562557,5.57903730409616,-3.85430907153058,0.145310861020295,-1.94157260370188,-4.66121698356398,-1.07335476684538,-17.4171477246484,-0.998939265406799,8.80782180777221,0.904599845954614,1.88130645683823,-0.385500361245636,-5.65601207481973,-2.70725617732475,-7.96387709063776,-0.363317273832315,-0.3977198820028,-4.91655477875455,0.910084733315369,-2.95419819390248,6.19803747139063,2.4650579677602,-3.68042870588073,-6.91829851811666,-9.09973511088351,8.18461374257942,-6.6934867802384,-0.55090279458183,-8.31123921607722,0.642434391143791,5.10726796982107,-4.37087631804926,6.25870348756625,-8.600164101393,-9.37822873535608,-4.70655650614162,-2.78602752280112,-0.46051066068001,0.345771688233809
"KPC2_3_RPMI",4.73227963284911,2.28988526765541,0.550207950469872,-6.66988639323303,2.01610091749923,0.265279241580199,4.44590124145888,0.320923428174503,3.06018245933587,1.25832871035191,2.84646035102696,5.6896567471819,1.38493474003002,3.66426427673119,2.31999213516881,3.26577533026207,4.86853366437234,1.51727825085185,4.28366866336846,3.91311927500692,2.36411768980993,2.53923139344445,2.80231680253799,4.88269396266758,-0.52898260796265,-0.441858003468671,2.4795446921338,0.240484583752693,4.68260479771625,0.125887031239863,-3.40089807585205,0.504505352277164,3.53770011052461,1.49413849710793,-3.48039062140919,5.19330551433783,-1.8715009440502,-2.48334725065193,-2.87355837371065,2.23313744027866,3.8394650055727,2.07036559019262,0.355106279079251,0.907015269008749,1.67888067486372,-4.06263037215425,4.71957892657113,-0.697616844745866,-2.03826714926117,-5.57636526116689,-4.74486945814311,-0.761314847112359,0.196263765773558,-3.35104718751454,-4.60211850955324,-1.35381557660809,0.313387629558921,-5.50461591190977,4.8827665475563,-0.428362423278379,-2.7923531759925,-5.17265787328748,-0.313489674632983,1.69993482061168,1.58616535439168,2.80969474491419,2.11690341264968,-1.6193594557063,4.15972809453885,-4.77083606021331,2.4773188204067,-2.38007335205108,-6.28961930271803,5.17061233972268,-3.38104864805029,-3.83620829055292,0.900656125078413,-2.53367717078935,-1.57078831978237,4.51162559465142,5.43290592149364,1.79183048493951,-0.495236860365988,-0.984738035909244,-1.92735886163824,-0.394813693068826,-2.54582991408215,6.24797249956066,1.81445534141882,-0.701201139936796,-4.83523274823987,-3.73885792885214,1.6667207453583,-2.74008723244432,-5.08825613168713,0.813851651336272,-5.50359445736626,-0.607187398196711,4.84027014259325,-2.71737814857616,5.45567213184163,-1.35156196221184,-0.773187404727814,-13.6564446583582,-0.0386279069179984,0.0434312409380624,0.64876671494417,-0.731718186580153,6.26054634913005,1.53151953843068,-9.55440287999989,2.18413252404207,-5.62021173787509,-4.91742902722542,-8.01862094167752,-1.4779566838065,2.92898074373848,-6.28886491948193,2.49197262570005,-1.10352163381623,4.80539080773978,2.36518710489479,-3.9413468234963,-6.46839843838744,-7.58139843716248,5.46904036920533,-5.39482320469926,-2.3676500826137,-2.85327175820344,0.0386279069179949,2.54831819515933,-3.90147306870649,4.86662240200837,-1.77268332056475,-6.99802766349193,-5.72124780389254,-1.24930109709696,-1.18975013265316,-2.61415686070807
"KPC2_3_SERA",5.55042790233396,3.20950449225298,0.58273912927368,-7.80760250196701,3.73918901605417,-0.28789917909921,5.57124486370113,1.03273997130414,4.26427233101296,2.38944826161266,4.59499387895151,7.1036569793646,1.5237794966001,4.0855290396079,3.38990693251209,4.54624791423416,6.20079803201626,3.31604720369486,3.12465127061157,3.57074129407105,2.28356321432481,2.65092443676761,3.28035219665677,5.29709106207221,0.10215452424616,-1.0337780042087,1.61614250332451,0.375365243018518,5.37410690516731,1.30895995666717,-0.830775311277328,1.18565690052617,-3.17885851314882,3.90691905341559,-3.17335221380643,6.52878683999179,-0.617765606719157,-3.0404926380357,-1.27413584910455,3.74871158817887,5.04048581582666,3.06520749580626,-0.29173863681434,-0.290669638571657,1.5204504436157,-2.63206826571198,6.33547813848911,-1.27955127014172,-0.390051960391329,-5.69517655379633,-0.849639418470019,0.602220990655841,0.631358898290408,-1.57702379290368,-2.36150876735497,-0.3181790394486,3.84434368338396,-2.31462914542006,6.14580518796816,-0.251950616326511,-2.10433687531222,-4.09970055146019,-1.99251709094824,0.797103800474542,-0.219563248547033,4.57224353443709,1.53180549236932,0.773074422519585,3.23026745163956,-3.6904982692957,4.21828027630529,-1.27246468354759,-6.06219639490704,6.76136315991855,-2.16131085681043,-2.3759305785089,1.51308022076669,-2.02123020952002,-0.454358371674562,4.01940627458812,4.14102584977926,3.53252810897585,2.49873658408805,-1.58204960590918,-1.70904902182169,0.953499072732576,-1.70913663842811,7.76841874995645,3.60030594466038,0.956147957987874,-4.53881351103308,-1.11194481614754,3.50963577681401,-2.35730081215932,-3.19452316129852,0.154423362671004,-1.55916160342568,-0.927480165073518,5.15489347532591,-0.734366894632554,6.51225965981692,-3.46431002677409,0.363179026708156,-0.646346355098718,-2.76557542702621,-0.920352090073479,-4.21530412106952,-0.82920246366511,7.67642683036193,1.27675691870706,-9.38896725757956,1.85629905436814,-4.69316476513163,-4.36519046813507,-7.51907864709946,-1.81828921563719,2.32707217160727,-3.99293303301279,-0.155189414297656,-6.37845047321526,5.73051683243884,1.37740178115595,-2.6984951925741,-5.00316662585825,-8.1548164487085,6.96448860985027,-5.98514604799762,-1.70155511311198,-8.11415324951153,0.0634419664456516,5.58329252310337,-4.28151075958878,6.32974290499713,-0.743050904887941,-8.47693548993205,-3.44649657318469,-1.4621155773716,-0.257270433436585,-0.443557426585754
"KPC2_4_RPMI",4.99228877205413,1.4914927659696,0.484164062084908,-7.46038630889311,2.30086947383058,0.126845748513929,4.24079386059367,0.432574138248523,3.44696009207725,2.311994623492,2.00340405762882,6.95936672369329,1.48294533029089,-0.0216545947914,2.26001413410442,5.66262252355529,5.90724486281335,2.46791991030647,2.55282975784474,3.06870128466933,3.25886006466499,2.38305820422769,2.54532597162697,5.17173035769052,-2.34777204525054,-2.38820228693635,2.47336618595952,1.97865371579348,4.80979424327114,1.65549491545992,-7.49040631287029,0.678611828974386,3.61578251563447,-0.0915197829374357,-3.31584294042473,6.30464654153441,-2.0541487238482,-3.08398816088473,-2.60416262952336,3.66292582472938,4.96913180554727,1.81916309386384,-0.667028709445901,1.345680391309,2.52858067437625,-4.62987479224491,5.08367012081269,-1.12718873593232,-1.99667658674514,-5.29018624268574,-6.62525800531709,-0.958956532994172,0.416142678078295,-3.92370544350191,-3.35789741439141,0.125473129379305,0.265672744516362,-6.62962620173153,5.5096776621567,0.83533450959473,-2.8632290322074,-5.92898764201602,-1.32148980492201,1.72496965418209,2.39681506526984,6.11609858800841,2.81689026109206,-2.21444267549854,3.55458562518011,-4.75692979222348,0.10151548627568,-1.89878590647935,-7.15431959072831,6.1306723345012,-4.25475209328043,-3.7215032299092,-1.43853007441692,-4.53417283165167,-0.00713131596703675,5.6053307926361,4.36865677627044,0.982193860938818,-0.73269610383992,-1.83870756584238,-0.695502522056362,-0.708734752226096,-2.10050701481841,7.44778729873394,2.2951179693272,-2.20285746006369,-4.42851118674755,-5.60332031528087,2.1818335864912,-5.21426559880974,-5.76799500537116,0.67080662387886,-8.27883655004944,-0.156218346256143,4.15443665243258,-3.43755605436971,5.78268308903545,-0.41879494353493,-0.902794233735186,-15.3669232594353,-0.885298166426377,0.24905959796348,0.758420169614784,-1.55363054423009,7.08531690142615,0.507940875217322,-8.18467497954285,0.286990358923063,-6.94139879126661,-3.27057628522662,-8.37556815072365,-0.588643769528716,1.18395170087956,-5.26263285640181,2.69700429486871,-1.22454867872973,5.65203710289907,2.88239256667799,-3.90939149135789,-6.68889279261999,-7.63380821802986,6.63124246249313,-4.17263714621752,-1.03731027774923,-3.02228467054831,1.07943504044944,2.74146636837391,-3.8654665513837,4.54449979559288,-1.39579711451268,-10.6502550795023,-7.22406538502452,-3.2242718207799,-0.913671541475516,-1.09534565189671
"KPC2_4_SERA",4.025597314215,2.30033809495721,-0.36237271095062,-11.1354240350927,3.65507719514407,-1.79646712136087,5.09698176824207,1.10053398593199,4.08987470748622,2.71768130256543,3.76516098694961,7.3251750502268,0.351102200000501,3.33228009981706,4.2480967857333,5.55127804442387,6.11394199042692,4.00252343431166,1.66448519283034,2.34804969927827,2.34650790170218,2.08772396816597,2.64443226139653,4.36047996316402,-0.743362733468853,-2.06555517126816,1.01711336903298,0.694196089317174,3.83728770512843,2.22329200337906,-1.30991635148804,0.619092591311158,-3.95490900406256,3.0660060664118,-3.43950274052864,6.62008748213126,0.0475405678339733,-5.2912719071773,-1.74200635364876,3.25419604481866,5.36093877108742,2.25557346853477,-1.45386453882484,-0.771061585984128,2.43898999958788,-2.84325424955752,6.23093350370847,-2.57157447466685,-0.890951531475093,-5.77466048935914,-1.49230952259471,0.360245868168729,0.564472052603637,-2.28661047840408,-2.61646639701241,0.773044757370732,2.85256716580747,-2.77695690514047,5.59755935157277,-0.707228620037824,-2.63002554763036,-5.87578829567906,-3.53328571348099,0.20845776386281,0.355358136127993,6.51426972709406,1.580321330444,0.0933122656435152,1.98205179343673,-4.20895494023734,3.43062849348719,-2.05420760033045,-7.39060726838197,6.75110867657057,-3.00360623718164,-2.77557415873646,-0.596476867853756,-2.446738830389,0.474460139018806,4.22315901348345,3.03199530475895,2.69984007392591,2.32285309990216,-3.1051211877707,-1.58703239947334,0.608617931976315,-1.02279930704681,7.93513652131848,2.80057437238385,-0.225245506911534,-4.63829154215192,-1.39737465271989,2.66973518225626,-2.82888808503399,-4.29951791027615,-1.30777101969246,-2.19671015734008,-0.712084122195741,3.72781618106418,-1.29289022134458,6.00387637786669,-3.85929962981845,-0.407015729217431,-1.28472949393619,-6.37620329883728,-1.33079341045902,-8.32597825029101,-1.53266531789367,7.74701422215404,0.73211538830035,-7.68132832652656,0.71627150701509,-4.84823903132816,-3.45358810665318,-9.35020809030433,-1.79585659556724,0.84158160090454,-3.83837976302975,-0.0475405678339698,-4.01322013568714,5.32741823444727,1.38040210501116,-3.51196028569067,-6.09191786470265,-9.85359400881288,7.12108100564803,-6.21371900117317,-0.191883401451706,-9.62561889394027,0.272973063604457,5.61387999110783,-6.09458499541,6.15228692556183,-6.22828934929817,-8.964685560248,-4.12612825071672,-2.46787117930603,-1.34243560355043,-0.102045328170158
