"","METAB_3-Aminoglutaric acid","METAB_HMDB0000034","METAB_HMDB0000050","METAB_HMDB0000056","METAB_HMDB0000060","METAB_HMDB0000092","METAB_HMDB0000094","METAB_HMDB0000115","METAB_HMDB0000122","METAB_HMDB0000123","METAB_HMDB0000126","METAB_HMDB0000131","METAB_HMDB0000134","METAB_HMDB0000139","METAB_HMDB0000143","METAB_HMDB0000148","METAB_HMDB0000149","METAB_HMDB0000158","METAB_HMDB0000159","METAB_HMDB0000161","METAB_HMDB0000162","METAB_HMDB0000167","METAB_HMDB0000172","METAB_HMDB0000176","METAB_HMDB0000182","METAB_HMDB0000187","METAB_HMDB0000190","METAB_HMDB0000191","METAB_HMDB0000207","METAB_HMDB0000208","METAB_HMDB0000209","METAB_HMDB0000210","METAB_HMDB0000211","METAB_HMDB0000220","METAB_HMDB0000243","METAB_HMDB0000247","METAB_HMDB0000254","METAB_HMDB0000258","METAB_HMDB0000262","METAB_HMDB0000263","METAB_HMDB0000283","METAB_HMDB0000296","METAB_HMDB0000300","METAB_HMDB0000357","METAB_HMDB0000362","METAB_HMDB0000407","METAB_HMDB0000426","METAB_HMDB0000482","METAB_HMDB0000500","METAB_HMDB0000511","METAB_HMDB0000535","METAB_HMDB0000573","METAB_HMDB0000574","METAB_HMDB0000630","METAB_HMDB0000638","METAB_HMDB0000660","METAB_HMDB0000661","METAB_HMDB0000673","METAB_HMDB0000687","METAB_HMDB0000694","METAB_HMDB0000696","METAB_HMDB0000742","METAB_HMDB0000744","METAB_HMDB0000749","METAB_HMDB0000765","METAB_HMDB0000806","METAB_HMDB0000807","METAB_HMDB0000812","METAB_HMDB0000827","METAB_HMDB0000847","METAB_HMDB0000883","METAB_HMDB0000943","METAB_HMDB0000975","METAB_HMDB0001051","METAB_HMDB0001076","METAB_HMDB0001078","METAB_HMDB0001392","METAB_HMDB0001406","METAB_HMDB0001473","METAB_HMDB0001488","METAB_HMDB0001548","METAB_HMDB0001844","METAB_HMDB0001870","METAB_HMDB0002259","METAB_HMDB0002322","METAB_HMDB0002329","METAB_HMDB0002520","METAB_HMDB0002545","METAB_HMDB0003229","METAB_HMDB0003355","METAB_HMDB0003424","METAB_HMDB0013674","METAB_HMDB0029942","METAB_HMDB0032538","METAB_HMDB0034252","METAB_HMDB0059916","METAB_Glutathione-nTMS","METAB_HMDB0000067","METAB_HMDB0000127","METAB_HMDB0000168","METAB_HMDB0000214","METAB_HMDB0000306","METAB_HMDB0000625","METAB_HMDB0000700","METAB_HMDB0000714","METAB_HMDB0000754","METAB_HMDB0000784","METAB_HMDB0000996","METAB_HMDB0001414","METAB_HMDB0002931","METAB_HMDB0004825","METAB_HMDB0062477","METAB_Sedoheptulose-meto-6TMS","METAB_HMDB0000150","METAB_HMDB0000205","METAB_HMDB0000216","METAB_HMDB0000294","METAB_HMDB0000618","METAB_HMDB0000640","METAB_HMDB0000663","METAB_HMDB0000965","METAB_HMDB0031075","METAB_HMDB0000073","METAB_HMDB0000119","METAB_HMDB0000224","METAB_HMDB0000828","METAB_HMDB0000867","METAB_HMDB0001906","METAB_HMDB0011143"
"5448_6_RPMI",-4.19799640697879,4.77228379552903,3.03331959250295,-1.15589774560799,-9.976183811537,1.20621470817693,-0.08103045379519,1.41618764213317,0.441640334303504,5.6798669980353,4.35619963945578,3.35884583929712,1.83944931671835,6.89677853016174,1.10069902364871,8.1199922308247,-0.571456556815614,-1.2989489683128,1.3910733428233,1.22752139021504,1.55102749123583,4.94006481635349,-1.44991434533896,-3.4468449756234,1.12104853539379,0.440160330211008,3.86490886511397,8.73171552226898,0.517060475640694,-0.686335114713676,-4.72596489103482,1.37775116871569,-2.73150870071237,5.12201307903411,1.06736192127347,3.75589893942454,0.659363896166937,-0.326879403109579,1.8313791183519,2.8713557400286,1.73658263533482,4.46035263477776,3.95219234939992,-1.32044300566388,2.03581024178636,-4.11736835803642,-3.18981549796208,1.11287558330334,-3.3156733653493,1.04022721395469,1.56595540952862,0.392974351481033,-0.200369179517294,1.38576364096142,0.877968138553445,-1.27470770881943,-3.61238712918203,-0.634318026515174,1.10649659852142,1.90518938730415,-0.534729632026202,-9.976183811537,-6.01357889319036,-9.976183811537,3.76505622302064,1.27240842553468,6.04644771541961,0.865158902976173,4.22486029127938,2.6127430064611,2.02992807776571,3.27840790920941,-0.218709900649509,-1.73800351887333,-4.03926396598788,-2.83021400127724,-9.976183811537,4.99526179281007,-1.55616185095891,-3.32913592426172,-0.273962623186606,-3.99644692941726,2.71733968881568,-1.93138631036664,-1.28337525746482,-0.102873897930046,0.64182592070701,-6.37398029930902,0.409570036623204,-2.95344364206284,-3.0714734288139,-4.30908417912621,-4.4519905251333,-1.96109622442471,-1.34514107190571,-4.33329619852971,3.71713430596224,-6.83890036177741,-4.16554748436847,6.02519117262086,6.40770176761209,-1.72981781171468,0.793792663991812,-0.109433871478842,-4.90101877232734,-2.20786624726539,-3.30575330747074,-4.73157254666378,5.51165811866915,4.28970502913198,-0.832706429367155,-2.0939100579683,0.523013308042081,0.0659988726801828,-9.976183811537,-3.85814858228462,-2.80834474811194,-2.76875996754911,0.559150285353379,-4.05692052572232,-4.28377309059702,6.86799378322963,2.99673455427042,-9.976183811537,-2.25416714050001,-9.976183811537,1.76772153723968,0.0949815659345958,-2.24785236526831
"5448_6_SERA",-3.74371098164635,1.43906481574815,3.50098538325563,0.245632968078061,-8.93949190265845,2.49708340715755,0.132672181713103,1.92539532687904,0.325383787193185,5.76995806674448,2.43835549484011,4.13112321589199,1.81643183933635,3.54012731612189,0.436873890260765,9.14159929577598,0.483348949831191,0.440191736704691,1.58408978665434,2.46162026766429,-2.4327616678798,2.12260405070692,-2.78593137008245,-4.06029929578852,4.61574139417142,-1.87926748142804,4.83703428098377,9.58499293653402,1.22327957955759,-0.899248158229781,-5.65384143548777,-2.5943918251851,-2.51401547515182,6.16754712609093,0.00901252406127817,3.76072231857234,0.0273957669012113,0.914131646153503,-1.41893254439292,-3.76553814953108,-1.14773900393013,0.616190967551994,3.0505953999378,0.213303351126006,-4.99438198481944,-3.86317844942525,-0.881772696735144,-0.165301834048028,-3.14551225166585,0.203711518644957,1.85843613977606,1.2955504988654,-2.04907459080822,0.626447167009042,1.32407664472606,-1.57444714411666,-3.70667664589043,1.49329519259204,2.00314559689225,0.236354832546466,-1.69137329956039,-8.93949190265845,-5.66780954638032,-8.93949190265845,3.79816803696812,1.99284672471128,0.826658993643507,0.811142027322308,5.28260753470512,1.50033898132294,3.4682659646678,2.32522225480444,-0.356169301344552,-0.246917354789479,-0.505155973876482,-1.34930452748118,-8.93949190265845,4.30183246961274,-2.18250400751999,-6.18855453250843,-1.57673118435478,-4.67635664079743,3.42498982663024,-0.911808509860171,-0.830441318074268,0.767809318469162,0.1308001645288,-5.61906616130779,0.177828702624506,-1.25539049718126,-1.81540529560888,-4.73922687241524,-2.33459668557568,-2.09602396738597,-8.93949190265845,-2.44667087939486,-1.16806890505796,0.83355877547489,-2.49254740112759,2.66558049450732,6.18369344348674,0.0868365766806427,1.40515402302627,0.445849371566617,-2.68229392573444,-2.19820590923721,-2.93450797345695,-8.93949190265845,7.0030931718918,3.44515605406248,-0.00901252406127817,-3.55156132902706,-2.73331337168779,1.22785046496276,-8.93949190265845,-3.25685073879699,-2.78212801027258,-5.00447521385532,-0.221493531577261,-1.23575087462775,-1.91481702735158,7.2034633304708,0.0108535959082463,-8.93949190265845,-3.52271562433189,-8.93949190265845,-0.074454114145329,0.446949306645003,-1.76587344947005
"HKU419_1_RPMI",0.306208684564705,6.38590354690915,3.02388031917454,-0.639489705793064,-13.191058846033,1.11834645133797,-0.0763832598008065,0.827090991708022,-0.0506584592353541,6.40162264588617,4.97873921657116,3.72426590061496,1.69735146409228,6.42560249609613,-0.336385224169071,7.9076227635791,-0.705745899147983,1.17588520946248,2.26598952518276,2.13045950265378,4.49920087681197,7.07288890281582,1.13016834526811,-3.12093790155619,2.74795120608352,1.97931717427518,4.60419682750337,8.66418042811101,1.4268767703123,-0.729458236838052,-2.82249494896821,2.71265827759617,-2.63601568965548,5.12075410958428,2.0209154768995,1.68459705309334,0.558783021824347,-0.77150055047238,2.41828242798768,3.67008865575973,2.34391429586821,3.35448597737371,5.03683685523406,-0.970441860423982,3.05754660567906,-2.46587199992568,-2.4033710405146,0.00103114617414945,-3.72441884760293,0.0620655244535762,1.0536922619427,1.37842517551594,-0.00103114617414945,1.34038995065159,0.440794299567454,0.00314663235133672,-4.4769941285477,0.794694164718823,2.4584706417908,0.819271412631206,0.276017071699837,-13.191058846033,-7.43757816508379,-4.14652092452732,-2.43718235793997,0.921865010268952,6.97758666486613,1.5133652956216,4.25025025667943,1.59998352008856,2.82803459462817,-2.33418287829536,-0.781709784391579,-1.60246748084351,-3.32023425332823,-2.83323966602807,-3.30127472046105,5.84947436489181,-0.188224913273437,-1.20812154564615,-1.02507313969099,-4.14221351177076,2.4145379392355,-1.61574352937506,-4.78905660243998,-1.20523562989027,1.58321617140287,-7.78044458812834,0.938202984562771,-1.5205190606919,-3.94125924221787,-5.1286576008598,-3.3662675492188,-3.86025987850984,-0.0445822822421142,-1.4467339620246,3.41035688679455,-9.65108380008516,-2.86102653233995,7.61292282726858,7.90362301875466,-0.984928092154817,-3.23418599164178,-0.590155616296661,-13.191058846033,-6.26468481500896,-3.8548459406928,-2.43103929972974,5.98652371398135,4.18907954251535,-0.963965460441905,-6.3181005166888,1.9345691637549,0.667643030102415,-4.70406509177133,-4.40607968184834,-0.681687511147228,-3.59948729011492,2.41865300207713,-2.87430096113841,-0.348553422478354,6.26527519701146,3.21066190062215,-13.191058846033,-2.00974309430197,-1.27771667104776,2.53489454913182,-0.997160685642738,-3.2164178386537
"HKU419_1_SERA",1.25133252411724,4.04694180990862,4.34078324204684,0.57486037072147,-13.2444206176429,0.623635314431827,0.276501704540269,1.26082617143235,0.740503867521308,5.63661675167349,4.03939169304342,3.65728302384972,2.11644270650857,4.60117034053381,1.3806423042117,8.23619104277164,-0.669565711086523,1.34172473523056,2.55178847078067,2.05715266482136,1.99598041554441,3.08547251206155,-0.725418127037244,-3.1135791389096,5.40442531256896,0.312255591800515,3.38442583858398,8.57265156153616,1.09346898488853,-0.477575726397053,-3.86561241816432,-1.69243415350139,-1.92127694749072,5.30858829347611,0.414665736419462,5.39559180924601,0.315993928422102,-0.732238963711561,-0.695129917072528,-2.11347755855111,-0.211695150101143,1.34655723850272,2.8708551640905,-1.10616566125093,-2.79510903872609,-5.02959026542616,-0.681814150695363,0.463908900885198,-3.65403054957432,0.108210909075876,1.28523789225709,0.995087626506955,-0.704738852934392,0.410056426816411,0.771631640210831,-2.08352699143274,-4.53035590015763,1.99932688723827,2.0542731908185,1.52660995477082,-1.16102877144025,-13.2444206176429,-4.38137552330363,-4.91893762557895,-4.39546829478275,1.4246363445389,1.71169996050828,1.93136486542885,4.42910022646908,1.7329840636028,2.81490716416976,-2.18340478609653,-0.0200142659656741,-1.66106563185454,0.512818954336661,0.387205187464724,-4.33927116497984,5.00105659118957,-1.55724130374547,-0.367449366378047,0.952901132920712,-1.04318336125899,2.22846558056168,-1.41998520326185,-2.74305480757441,-0.612441861921736,1.04628414690511,-7.40069824158505,0.953866898114008,-2.05112222598747,-2.32999614337215,-6.03959210205403,-2.80142257446483,-3.76049879494949,-3.48033473721449,-3.57115804088198,2.77069521781739,0.0200142659656741,-1.99110182591521,4.71540470946011,7.18582155359843,0.485373398105725,-13.2444206176429,-0.455004949882909,-5.54800209694869,-3.46937354271424,-4.89919047298353,-3.6465640825782,6.93378920684199,3.03562228105842,0.305243740498661,-2.53628966310584,-2.19403491831057,1.41359409278326,-13.2444206176429,-0.717239444810142,-1.78420724770078,-1.43602794542127,-1.4601086454482,-1.29899603375605,-1.86786678568227,5.96071434621152,-1.11858234781115,-13.2444206176429,-4.89779025122279,-13.2444206176429,3.654477190645,-1.02651073626263,-5.1911377597881
"HKU419_2_RPMI",0.398832920429168,5.63096698451508,2.83260205343991,-1.34617762620844,-14.0663206091777,1.69836141355142,0.166546022155302,0.801986677872701,-0.334437211799608,5.82562895010144,4.66684928128563,3.7075367154952,1.66493002620815,6.48817451449577,-7.31918765558855,7.41245948087189,-0.505591829880387,0.305853545311027,1.58738629226287,-0.450503454851017,-5.47366687206052,4.25197202579879,-3.14412745640971,-3.7371143785572,1.85506403181538,0.405685429977719,4.53036934456113,7.74441040570806,0.042637945731304,-6.69632156582252,-3.04428138253746,1.91267790300989,-3.15095224585157,4.72421260595833,1.44071927919529,3.17193729253186,-0.031707143751369,0.698286397749282,1.87537980663902,3.26918314950723,0.735730676066364,5.3162504271353,3.83053799670987,-1.78544302643659,2.63148360561631,-5.71363827017457,-2.50626437250419,0.636111272212958,-3.7320473238705,1.17571152510381,0.876692977217584,0.031707143751369,-0.0769681280130641,0.632803743223501,1.35518196478334,-0.701750706150094,-4.21580474592107,-0.598306235458047,1.48870519791168,0.690726659640738,-0.306000067585611,-14.0663206091777,-6.96828852621716,-4.44340181440941,-1.26334728302465,1.2288082489859,6.51704196434626,1.00227428019166,3.94705687876689,2.19815575076733,2.44219825406424,-2.24998953670955,0.155842718251609,-14.0663206091777,-8.66699944548202,-2.67902057779748,-4.70403068555294,5.60351373248812,-1.31074199590507,-1.99138694529802,-0.901496559850889,-2.97068068214321,2.18828361957489,-1.86996114681308,-14.0663206091777,0.511154805547349,1.45232122404105,-8.0535413550595,0.0833471345166323,-3.86645457500212,-2.23307679179719,-5.15705910910642,-3.72278421433068,-1.86285990508148,-6.76783592750192,-3.87461200003618,4.43452925356055,-7.84766178490203,-2.58295561196939,7.40767480871918,6.2600350131287,-1.41525711280484,-14.0663206091777,-0.472579360176031,-14.0663206091777,-2.75054537504708,-3.38911097494802,-2.39224451969681,5.99388526888673,3.91369356591695,-3.70709122013948,-1.87813847952378,1.27664771530529,0.816450628914783,-5.94383315374157,-2.38746568949639,-4.77958047802887,-4.39175663216273,1.23702267164425,-2.6551720408147,-0.53882431175289,6.3702303690576,2.27716191078278,-14.0663206091777,1.04239942282671,-14.0663206091777,2.76938117466359,-0.420265274573836,-2.50420373823377
"HKU419_2_SERA",1.80122819941079,4.4968231336058,5.17513528736242,1.13400512911215,-12.9514192825308,1.23901055209947,0.59724421578376,1.40670773512731,0.372671682526995,5.8913870458653,4.03921363505742,3.08853576646771,2.09773739180975,4.28614400732342,0.8831609197916,8.61589930422508,-0.256545960945932,1.87083967640381,2.79380859398487,2.19707611510464,3.29556443974204,2.99913301746265,-0.472317136042246,-2.56970558136586,5.47687136457401,0.942256466934374,3.73188775078319,8.82170719123031,1.18939787780432,-0.0240799021613682,-3.84275727557466,-1.38188841703989,-2.77616521475095,5.01320628773418,0.495616349839917,1.05291670271082,0.824250555220814,0.779748994619172,-0.0725314315030801,-1.93303606007945,-0.992504126439478,1.69421841317979,3.70037226002969,-1.245764161421,-2.25770308202006,-4.18062500400424,-1.06478009577734,0.696754964555002,-3.67296982431035,0.272844254762127,1.39595804207135,1.05662686776639,-0.309141904026969,0.768087754036102,0.777770985182631,-2.56664887047045,-3.76458827300765,0.232664892251847,2.04530273628168,1.8968046956662,-0.789740399874894,-12.9514192825308,-3.53278990195546,-4.52052661645039,-1.4999098999275,1.30723585168482,1.81227085257013,1.95621510980795,3.89795430863364,2.06336975090733,2.67129636163888,-1.63219283674134,-0.381576162957543,-1.20749283523073,0.134320878619212,-2.12146321277493,-5.26160517589732,5.06447341385751,-2.13293146008363,0.790984344319916,0.441784773572036,-1.65785688198381,2.62597382802432,-1.98165410107065,-1.15544373416542,-0.60591190275926,0.707984008053256,-7.28373879792598,1.00482789653388,-1.72067196073351,-1.86769503625418,-4.34623221253413,-5.46083226354515,-2.87439278056903,-12.9514192825308,-3.90114099717651,2.39309746640145,0.970465686208158,-1.83640986691324,5.65187705928105,7.16413344374107,0.823210661764534,-12.9514192825308,-0.30487241448944,-5.21813630770272,-2.41947357797789,-4.06732911626103,-3.51076863885871,7.58688857653038,3.53389614730511,0.960184595688194,-4.24242619125333,-2.70442872604496,1.17205126137502,-12.9514192825308,0.0240799021613682,-1.18055981561797,-4.48531598104563,-1.3465490981836,-1.26291589120406,-1.76013274663403,6.65074320641292,-0.587673554294314,-12.9514192825308,-3.32407739899536,-12.9514192825308,3.73882643835375,-12.9514192825308,-2.54443111576771
"HKU419_3_RPMI",0.392668642642189,4.91572830674238,1.74375498459847,-1.32092823867221,-13.2234025285868,1.12872440762217,0.199803246490248,0.999690191282856,0.0848365290280046,6.35629555454032,5.32214725611347,2.84428501754483,1.39334278014505,5.54273419970011,0.312314092960822,7.92766804154078,-0.926682501009701,0.396039201170851,2.15950407985165,0.281632008453247,2.53659101972266,6.2899591316287,1.62463608768392,-3.50527527740481,1.58177121579624,4.83761413593959,3.98153304397871,8.52217542092752,1.02525460894394,-1.27840156451634,-4.18405053592744,2.27266774805419,-2.41956880829464,5.06059892221831,0.326059179831656,3.53232717315332,-0.105528781190852,-0.127910074250259,1.50650605895791,3.35756648016761,-0.705694294803738,4.12912782191522,3.7244620652115,-1.08013680815784,2.47655084370138,-3.02702688734169,-3.32166229833604,0.536359753790414,-3.576985930206,-0.013091663304067,1.2920541689552,0.932010752553765,-0.315968256463158,1.09000638799647,0.634992633699031,-0.434004795830132,-4.29126549756337,1.28997769949742,3.4104508543447,-0.265947228119153,0.644480730252159,-13.2234025285868,-6.99863920278758,-13.2234025285868,-1.29693095819451,1.02742958526384,6.51106573036806,1.17370560405951,4.36974552900813,1.79567376116513,3.77735443094236,-2.11773520134728,-0.582622461468613,-1.94431128170672,-8.70271704935683,-8.28220166757456,-6.19578748594364,4.99645931761864,3.7217810319837,-2.33341832049028,-1.28093316544923,-3.93666239743796,2.25690438623623,-1.55584742154565,-1.87610170387505,-0.615354453069319,1.60707879869746,-7.89780585502137,0.771895088062795,-1.9452282100717,-3.57774409617807,-5.51024215203303,-4.46728518219293,-2.99870265839846,-13.2234025285868,-13.2234025285868,3.10033836231826,-8.693252912495,-2.76802122716059,7.52853610626249,7.29237069975743,-0.6104249386993,-13.2234025285868,-0.605971313581522,-4.18289649523726,-3.23299994738469,-3.71633818202093,-4.18983462723091,6.24089476861936,4.5480180477789,-0.774783544340197,-3.95452200112553,0.515395301838666,-0.524686440183254,-7.6785397477293,-5.14293560367791,-1.29767242283733,-6.16812009308559,0.297571470913553,-2.58377621315503,-0.337816524756743,5.1463461397101,2.16571399619018,-13.2234025285868,-1.77086323026145,2.96791343468958,2.49638452777397,-0.699415069134023,-13.2234025285868
"HKU419_3_SERA",1.38084507869572,-12.2903060366153,2.51804693951108,0.955332668363987,-12.2903060366153,2.59504164061093,0.082286996525486,1.55547801189306,-1.01541024611293,6.00283351629101,4.37339615787109,4.15753253155541,1.37840986463042,4.82591446681711,-0.625414367329171,8.90222775068204,0.58557464293224,0.632894369683399,1.32241092949428,1.61668836760716,2.28234121646003,2.227405434258,-0.0677812076449111,-3.03676952419839,5.01083898217024,0.497456936395057,5.05559749627094,9.29192637049494,0.987050195662484,-6.04337796556765,-3.60953013086549,-2.13408987037806,0.747773638646816,7.38066998460433,0.359221973994718,0.749361605756253,1.20069653648519,1.56670810584206,-1.62118786690169,-1.80622516039197,-1.366704880334,0.557070746266607,1.56844695215616,0.124031486423434,-2.39844240790783,-3.01994922860474,-1.27837997030845,0.393161885472187,-4.00028718968264,0.449641079597205,2.75885063772532,0.966903443304588,-1.72209987972074,-0.379840818848184,2.15634538799263,-1.90450249889136,-3.6956867746152,4.97781221193719,2.1016829627831,1.59808174104282,-1.58991195099749,-12.2903060366153,-3.57010678870258,-5.8862849393354,-2.23523770906285,3.09126715301754,1.99554102372466,1.49796689809031,6.73847374753726,1.1240106209921,3.37028074840949,-1.73778860749503,-0.193746913820105,-0.465033391493598,-0.992091134366198,-12.2903060366153,-4.20256406311274,4.24779911706755,-0.769924462680379,-0.942946925904783,-1.13563045700918,-5.44085978106862,3.15495220197568,0.777773914319447,-6.0314301122632,0.452080968782317,1.3466345323582,-7.26706711216877,0.0677812076449111,-1.76308627339935,-1.63618824290223,-4.77460619833122,-2.67957256533607,-1.18078463804183,-1.27507440486843,-5.30042607633571,-0.649656760942802,0.978212879394604,-3.04200391070385,2.19866710199675,6.79567096157991,0.621253495030466,-12.2903060366153,0.654877869453664,-4.62123450097604,-12.2903060366153,-2.1687043599177,-12.2903060366153,6.97856715853536,3.93197747033353,-0.45004573120646,-1.82221795292805,-2.22897037612812,1.16116945468771,-12.2903060366153,-1.00932164917115,0.857794184878323,-4.61379215771965,0.401701427622717,-1.64308432321334,-12.2903060366153,6.14370591469218,-0.514111120883118,-12.2903060366153,-2.84878149571591,-1.17886145647946,3.20643443050703,0.560178983677819,-12.2903060366153
"HKU419_4_RPMI",0.674545140400685,4.60028260379143,2.23832905079511,-0.9387647985928,-12.4085404800694,1.31412663872396,-0.195996098633385,0.935587493042668,-3.00245371572745,5.68405721235169,3.80730480850008,4.8216286217812,1.95540332582825,6.30721006101313,-3.71047556911617,8.56204435974208,-0.0670948102374602,0.475780688550085,1.93260156345219,0.768116592595341,1.26522769069543,5.70727349995392,-1.74194270996829,-3.7751628080989,3.35666790747775,0.136512892285163,4.23999523977012,9.25347682857574,1.14113654273485,-1.38365598795092,-4.38296375955079,1.62418951800201,-3.3321467853584,5.49100309112828,1.22901986215509,-0.0166892288581391,0.0203017594244414,0.290906404840483,1.10748996387762,2.87576425689782,1.08350375014557,1.79238634895095,3.42993131977931,-0.855088016425869,2.43054155166368,-4.06611486253493,-2.6987311026375,-0.276260612879884,-3.69700934710028,0.285301788572625,1.35336608992386,1.17174908453291,-0.595328886164806,0.948396477112862,0.886178504642988,-2.08003420373947,-4.54435433541508,-0.254938450554699,1.18825615749472,1.30424103526297,0.176508528348753,-12.4085404800694,-6.1898816557937,-12.4085404800694,-4.0944641298614,1.26994962623129,6.50997815588118,0.821740728641906,4.65819545578421,1.38756852438701,2.20025235189564,-2.59703902865916,-0.67572593083168,-0.767463203755337,-7.77471591074318,-12.4085404800694,-3.9034602245677,4.95013828036129,-0.730425734958982,-2.35261591130824,-1.32293705905934,-4.34727588655305,2.9849822865687,-1.50279721984335,-0.79361273727584,0.284682802926644,0.833701289454435,-5.77388950224218,0.674965090566857,-2.09083036046942,-3.34827119189841,-5.10139960217961,-4.03418733829736,-2.06196842909783,-2.60738522836087,-3.8781854835173,2.73658932179971,-10.8235779793482,-3.71707243333139,6.5976931672489,7.90484063950264,-0.479301541132466,-12.4085404800694,-0.0678558257059247,-6.65224752719475,-12.4085404800694,-3.48138631868462,-12.4085404800694,6.86127839574486,3.69084518301819,-0.880471989478707,-6.25665603418726,0.617773644736115,0.757829102478468,-12.4085404800694,-12.4085404800694,-2.90754140137952,-4.90785581677597,2.26527707831077,-2.98946736399157,-12.4085404800694,5.91400826987086,2.37786619150926,-12.4085404800694,-3.42479679095016,0.955298888268995,2.76578365304925,0.0166892288581373,-5.9226052738344
"HKU419_4_SERA",1.78812316391011,2.63751497004128,3.19092474107331,1.17160002316064,-12.3555747178413,3.59588854930806,0.0723307871642049,1.38961859815435,0.0768324305155099,5.23387046382247,4.54402878686492,4.55644976911509,1.91464759590062,4.12267683811507,0.151867862648919,8.9911901239019,0.438338700109519,0.138188578798768,1.21188731926262,1.94577481153472,-1.25101044757637,1.49909377836768,-3.47148455157148,-3.89334153950195,4.89296783070664,-0.657212742120054,4.39835879601157,9.2150300913161,1.68930916885122,-0.481260652673903,-5.01151246366974,-1.10150959193052,-2.72880899047996,5.70384840972226,-0.29123967183552,-0.542616350501225,1.23538775423403,0.189605701524568,-1.21848245746242,-1.70655495856694,-1.33120050137296,0.869656506912982,2.95858550581336,-0.618928011129286,-2.26818166809331,-3.83759459379625,-1.37983985950861,0.982098527830477,-3.91110467581638,0.773496421609817,1.83956676295049,1.59465021268738,-0.998398946397812,0.554801735383251,1.40159046291327,-3.5295425992395,-3.90154605301673,0.534979573260596,1.12229669567372,2.2914960707146,-1.07501759665881,-1.02669314931543,-4.24018876691139,-12.3555747178413,-1.62841556812402,2.00371609007149,2.19388382394936,1.34035752975349,4.53525640731347,2.2773099012777,2.2649616544319,-1.50822884510623,-0.0278595839814955,-0.72566693401963,-1.63843492988918,-8.07777560610736,-5.27763465070945,3.54341070005323,-0.482699101180799,-0.467652689980454,-0.491361818604264,-1.45936183302351,3.06127661890339,-1.31164805447763,-0.190485911407524,0.281228749934305,1.22067962873313,-7.18404031615631,1.3968004264317,-0.946100036357105,-1.25004522661028,-4.46363116807238,-1.33120050137296,-1.70930024523429,-12.3555747178413,1.61749478527618,1.07152443301216,1.74800211833878,-2.31889498528931,2.94611888806932,7.00919633098911,0.904578801526426,-2.85457563915144,0.126317633773585,-1.52514290846207,-12.3555747178413,-3.48764574936979,-12.3555747178413,7.70516419062982,3.58969704028428,0.484447420824775,-2.78462052197673,-3.23977811316578,1.33379686809671,-12.3555747178413,-0.733209763863286,-12.3555747178413,-4.78531952633623,-0.804195310198006,-2.00155738303006,-12.3555747178413,6.16343565608375,-0.337685766521634,-12.3555747178413,-4.71513949011422,0.0684948575413333,3.60351566473056,0.0278595839814937,-12.3555747178413
"HKU419_5_RPMI",0.173341293359158,4.83143491166213,2.69870180828316,-1.50309382777992,-12.9807189686605,1.2029939416324,-0.539371895298583,1.05488052506729,0.127207071989965,5.43913533619208,5.74256498514897,3.2343080395799,2.2093635743589,6.02114448136718,-0.0784727924247974,8.04018121394888,-0.637664779966487,0.795394761935945,1.81314900649823,1.53714140051192,3.40895570570413,6.37243069137904,0.0060119295151324,-2.69161012893257,1.58465560973276,-0.175367532387355,3.93863260651062,8.81594881165941,1.30765006732473,-0.939762388778217,-3.61474193806053,2.55304780206849,-1.70144440601898,5.37102827389737,1.03352637741695,6.49319566289761,-0.0060119295151324,0.495420989504087,1.75401014671036,3.12987487691642,1.72691545630095,2.81073447147546,3.74506139297856,-0.762968487006454,2.28383358888796,-3.56186770327375,-3.77576178461748,0.677404410397958,-3.02079327486977,0.212798286425326,1.54622742376583,1.28250003214406,-0.763223563206402,0.983683653761958,0.615476918875739,-1.1888253831754,-4.33819218927226,-0.21784523060284,1.57247136738255,1.52234503258677,-0.169080208758537,-12.9807189686605,-7.33534495124354,-12.9807189686605,0.651349501880219,1.2874651836263,6.35177300275549,2.79399088986822,4.61176611534256,1.75335830903073,2.32475219794474,-2.60573671564389,-0.438056164801068,-1.87388056674013,-8.81679493544492,-3.98166390068199,-3.74042974910813,4.82727239190692,-1.66528481315725,-1.45898939982138,-0.150257564292243,-4.06515403948616,2.60561314295076,-1.5302945027603,-5.12699903207333,-0.577048164214517,2.08423425795548,-7.99226735321843,1.02527023374679,-2.90060273167502,-3.11742928755434,-5.7758904530716,-6.55357156171866,-2.95930060946093,-1.38014579257017,-4.40428434853462,2.30925628685095,-7.43260687327433,-3.25917001998433,7.1475692121898,7.09293519813784,-1.53965861975153,-12.9807189686605,-0.328805752086868,-12.9807189686605,-12.9807189686605,-3.30596917311865,-5.05840842976745,5.46934191003635,3.31222601852032,-1.20690738411795,-12.9807189686605,0.500941071859263,0.102296648228979,-12.9807189686605,-4.80211963365237,-0.837788996854997,-3.62722387640374,0.123784953847004,-4.25656417354164,-12.9807189686605,7.1401008786236,2.88458061262455,-12.9807189686605,-1.99573844277401,2.77893519444009,1.97894224237647,-0.706601402613789,-2.19518046191411
